year,doy,solar_rad,Tmax_C,Tmin_C,precip_mm,wind_speed,date,Tmean_C,QC_flag,ET0_mm
2025,321,7.54,22.96,6.85,0.0,1.68,2025-11-17,14.905000000000001,0,1.876
2025,322,8.86,26.07,9.83,0.37,2.37,2025-11-18,17.95,0,2.442
2025,323,6.97,26.91,16.47,0.41,1.69,2025-11-19,21.689999999999998,0,1.856
2025,324,6.47,23.27,16.39,5.71,1.4,2025-11-20,19.83,0,1.407
2025,325,4.19,25.35,14.42,6.32,1.85,2025-11-21,19.885,0,1.709
2025,326,12.99,25.43,14.17,1.91,2.03,2025-11-22,19.8,0,2.232
2025,327,4.75,20.29,9.65,1.28,1.42,2025-11-23,14.969999999999999,0,1.359
2025,328,8.91,20.75,7.51,2.54,1.53,2025-11-24,14.129999999999999,0,1.623
2025,329,10.97,23.18,11.76,38.54,2.87,2025-11-25,17.47,0,2.232
2025,330,13.83,13.28,2.38,0.11,2.5,2025-11-26,7.83,0,1.511
2025,331,13.54,11.56,-0.46,0.0,2.15,2025-11-27,5.55,0,1.358
2025,332,12.62,11.57,-2.16,0.0,1.06,2025-11-28,4.705,0,1.075
2025,333,5.94,11.19,0.85,4.3,2.5,2025-11-29,6.02,0,1.238
2025,334,6.42,9.38,1.78,4.03,2.35,2025-11-30,5.58,0,1.021
2025,335,2.93,5.43,-0.16,7.08,1.64,2025-12-01,2.635,0,0.67
2025,336,4.25,6.34,-4.44,3.69,2.64,2025-12-02,0.9499999999999997,0,1.022
2025,337,10.02,7.48,-5.02,0.01,0.97,2025-12-03,1.2300000000000004,0,0.838
2025,338,4.69,10.35,-1.48,8.53,1.6,2025-12-04,4.435,0,1.032
2025,339,3.44,8.4,1.25,0.12,1.21,2025-12-05,4.825,0,0.751
2025,340,9.78,10.57,0.3,0.0,1.05,2025-12-06,5.4350000000000005,0,0.936
2025,341,5.57,9.67,0.55,3.67,1.07,2025-12-07,5.11,0,0.834
2025,342,3.7,9.84,-1.77,0.08,2.19,2025-12-08,4.035,0,1.12
2025,343,9.84,9.88,-2.04,0.0,1.47,2025-12-09,3.9200000000000004,0,1.023
2025,344,7.57,13.6,0.88,0.0,3.18,2025-12-10,7.24,0,1.593
2025,345,10.77,11.62,-1.18,0.0,1.24,2025-12-11,5.22,0,1.043
2025,346,10.8,17.57,0.96,0.42,1.65,2025-12-12,9.265,0,1.493
2025,347,9.52,17.31,3.54,0.6,1.7,2025-12-13,10.424999999999999,0,1.445
2025,348,13.07,3.67,-7.17,0.0,4.24,2025-12-14,-1.75,0,1.093
2025,349,13.17,4.69,-7.56,0.0,1.22,2025-12-15,-1.4349999999999996,0,0.791
2025,350,11.67,11.04,-3.98,0.0,1.54,2025-12-16,3.5299999999999994,0,1.122
2025,351,4.8,14.85,0.76,0.01,1.39,2025-12-17,7.805,0,1.18
2025,352,6.27,20.24,6.53,18.92,3.47,2025-12-18,13.385,0,2.143
2025,353,12.71,10.0,-0.88,0.0,2.15,2025-12-19,4.56,0,1.162
2025,354,12.28,16.59,-1.91,0.03,2.28,2025-12-20,7.34,0,1.693
2025,355,5.39,17.2,5.65,0.41,1.99,2025-12-21,11.425,0,1.412
2025,356,4.43,17.33,4.14,0.04,2.28,2025-12-22,10.735,0,1.562
2025,357,8.15,22.32,12.49,0.02,2.09,2025-12-23,17.405,0,1.677
2025,358,11.2,23.46,12.4,0.0,1.48,2025-12-24,17.93,0,1.667
2025,359,9.41,22.83,10.96,0.0,1.64,2025-12-25,16.895,0,1.66
2025,360,4.92,23.69,12.85,0.01,2.44,2025-12-26,18.27,0,1.82
2025,361,3.8,23.26,14.23,0.01,1.71,2025-12-27,18.745,0,1.403
2025,362,7.34,23.54,11.84,1.34,3.33,2025-12-28,17.689999999999998,0,2.228
2025,363,12.73,8.52,-3.67,0.05,4.32,2025-12-29,2.425,0,1.445
2025,364,13.26,4.9,-6.03,0.0,1.95,2025-12-30,-0.565,0,0.922
2025,365,12.05,12.72,-4.1,0.0,1.74,2025-12-31,4.3100000000000005,0,1.294
